K	Lag	Month	Model	CoefB0	CoefBvazao	CoefBX1	CoefBX2	CoefBX3	NSE.orig	NSE.comp	Alpha.NSE	Beta.NSE	r.NSE	KGE.orig	Alpha.KGE	Beta.KGE	r.KGE
224	2	7	PARX	63.5802064539448	0.347019964153859	0	-2.67024750813107	4.20000779325563	-1.40952759581406	-1.21562341122064	0.721732014340214	1.39249482797397	0.862034321960017	0.473249367639689	0.721732014340214	1.4254393359009	0.862034321960017
224	2	7	RIDGE	57.9728166890693	0.349443805053379	-1.26374285251478	-9.46647331011457	2.59021603059169	-0.404218106723617	-0.299910375799518	0.714110794790289	1.02131156325629	0.877399676506429	0.559399426507706	0.714110794790289	1.31203427437634	0.877399676506429
224	2	8	PAR	19.1383620273843	0.620033505981598	0	0	0	0.529701800064689	0.560237396940809	1.13042899935856	0.552590235854022	0.948075062436063	0.796557952261967	1.13042899935856	1.14724382422754	0.948075062436063
224	2	8	PARX	26.9231857975888	0.5883020123231	0	0	0.46236915530895	0.120770083693222	0.190188157692082	1.06939707374236	0.83317509563633	0.948188025198391	0.761696966930907	1.06939707374236	1.22200878584661	0.948188025198391
224	2	8	RIDGE	16.8823305838876	0.615561159594325	-1.56008629588476	-0.170471458155932	-0.804022236808247	0.530748926851731	0.558455627774789	1.10464754148649	0.526371550552062	0.930508940956467	0.811712190167671	1.10464754148649	1.1402575634513	0.930508940956467
224	2	9	PAR	12.5288534857078	0.701890854946226	0	0	0	0.547279116790833	0.582550473150597	1.05436026373148	0.593896930113003	0.970702175004135	0.826001101257394	1.05436026373148	1.16267211174997	0.970702175004135
224	2	9	PARX	10.9419427535568	0.691811644208842	-1.48827444721075	0	0	0.502556336271291	0.540045916909069	1.02345517049007	0.61228735604925	0.958714297349259	0.825698291811667	1.02345517049007	1.16770936530584	0.958714297349259
224	2	9	RIDGE	11.3171460219268	0.692574114133779	-1.23148464593796	-0.303833936335762	0.122988108516341	0.512516282179681	0.549386871916915	1.02789051805966	0.607211575459775	0.960535996641815	0.826802644540493	1.02789051805966	1.16631907701606	0.960535996641815
224	2	10	PAR	15.7339839335324	0.953796428428965	0	0	0	-0.211025580143743	-0.136322294851273	0.71428411737282	0.86431062293871	0.78464040508648	0.499970688297791	0.71428411737282	1.34930787545465	0.78464040508648
224	2	10	PARX	39.4789806746741	0.842821980377783	2.42006283966124	0	0	-1.44440836100199	-1.25714481420925	0.561130963996981	1.36844271634856	0.829003095683162	0.273562573879144	0.561130963996981	1.55305095788809	0.829003095683162
224	2	10	RIDGE	20.1110708620657	0.950528972939802	2.54388036207148	15.1068017330938	-2.83561398243244	-0.420393842345987	-0.319173763608226	0.667470754641341	1.00608189894144	0.852879488841908	0.454521200717744	0.667470754641341	1.4066042014591	0.852879488841908
224	2	11	PAR	101.736052563169	1.22702538517516	0	0	0	-0.280578756506012	-0.233194388559571	0.321947583732996	0.688363043360412	0.534713653670241	0.119026354044251	0.321947583732996	1.31601914749291	0.534713653670241
224	2	11	PARX	135.788551438827	0.986840406527593	0	0	-28.215713800834	-0.457965018018739	-0.382511498210795	0.529746306219333	0.868639855221616	0.616006984059499	0.273627989726786	0.529746306219333	1.39878205138008	0.616006984059499
224	2	11	RIDGE	113.216015473092	1.02170048047295	-7.39081293571893	-4.55808132264177	-14.7563747835568	-0.46854740144379	-0.404610611038029	0.429265428739799	0.799604842442576	0.488073431118007	0.149964099544393	0.429265428739799	1.36708891198798	0.488073431118007
224	2	12	PAR	268.590677114017	1.11654202198393	0	0	0	0.133457481358003	0.143985766812931	0.215584605618873	0.32447319542495	0.685914800579255	0.144092802588585	0.215584605618873	1.13645551342249	0.685914800579255
224	2	12	PARX	328.329166276886	0.794505765649921	0	-31.4792168473299	0	-0.161473759436671	-0.125236765266263	0.178891333658332	0.60197171171416	0.752231201456344	0.10574231047628	0.178891333658332	1.25315607004206	0.752231201456344
224	2	12	RIDGE	319.924718581203	0.743078520891642	-2.7793980695637	-24.8710519015527	-13.2553871983174	-0.0395788470580174	-0.0125694676713378	0.226161877529014	0.519705487624284	0.682417223484772	0.135446654313196	0.226161877529014	1.21855943770449	0.682417223484772
224	3	1	PAR	396.605880691512	1.12762190432718	0	0	0	-1.22207813867123	-1.07768769719779	0.176322134167506	1.13996226834967	0.717198020131313	-0.0906684503718316	0.176322134167506	1.65660907864305	0.717198020131313
224	3	1	PARX	449.602146630227	0.85067256063558	0	0	0	-1.90288025859409	-1.69528172904227	0.133016573013894	1.36688944906541	0.717198020131313	-0.204784529448145	0.133016573013894	1.78731730573598	0.717198020131313
224	3	1	RIDGE	483.355519360446	0.470132549059434	-3.00276308083604	-11.7481115101534	2.49279646480759	-2.25129275878295	-2.01713218671321	0.0622912475788849	1.45170422215673	0.756070596596281	-0.279835697447129	0.0622912475788849	1.83616993144212	0.756070596596281
224	3	2	PAR	529.097228500184	0.0786110085203306	0	0	0	-2.61973995932594	-2.3584787475977	0.0319990312339727	1.53341152517978	-0.0953763881001178	-0.623812686563716	0.0319990312339727	1.70703064566258	-0.0953763881001178
224	3	2	PARX	542.911651911976	0.137979611709509	0	-77.3682742312355	74.1925594290198	-3.91952270477213	-3.53578506661129	0.537762829770073	1.85839682076986	0.192503578210375	-0.26489134657231	0.537762829770073	1.85687598045942	0.192503578210375
224	3	2	RIDGE	500.034457762946	0.117298386727055	-29.2338407546202	-119.088958012357	32.372229552175	-2.53921586446329	-2.28404999498112	0.301075503859323	1.51541836643866	0.171201721928909	-0.289818458806711	0.301075503859323	1.69873429831333	0.171201721928909
224	3	3	PAR	577.68733594031	-0.0851757193346741	0	0	0	-5.66256552936404	-5.09284063647554	0.0787166468818328	2.26440368220786	0.259663690189179	-0.622451359520311	0.0787166468818328	2.11152487405921	0.259663690189179
224	3	3	PARX	580.344620619782	-0.0960624563101509	-22.2114757924768	-184.625748186712	75.7743182135555	-7.38747804673805	-6.67634786118303	0.559425027465689	2.52985605716909	0.0328731897585329	-0.634495397586069	0.559425027465689	2.24182713419324	0.0328731897585329
224	3	3	RIDGE	548.609891242883	-0.0444477212936464	-14.9978369790195	-77.7519221847109	27.2855481904052	-5.87515535279338	-5.2903261901733	0.23672416225237	2.29422371698594	0.0616215136722511	-0.652690648508217	0.23672416225237	2.12616259553157	0.0616215136722511
224	3	4	PAR	198.429092226903	0.412158468571029	0	0	0	-0.225269970755993	-0.198137598316422	0.511575775306091	0.520887439276184	0.32731798115238	0.122747827741548	0.511575775306091	1.28020002138368	0.32731798115238
224	3	4	PARX	313.183019751142	0.34649525461222	27.136439574464	-113.667001156191	0	-0.361691761600693	-0.351094030278795	0.891105594748111	0.32554156911058	0.308017628419637	0.277944669743371	0.891105594748111	1.17511797702939	0.308017628419637
224	3	4	RIDGE	378.605936815855	0.202495792760879	23.9348417327223	-95.22831123184	0.630598901312424	-0.4705877471816	-0.43305657604834	0.667502284258555	0.612626894065705	0.29049670983929	0.149969198914537	0.667502284258555	1.32954925742875	0.29049670983929
224	3	5	PAR	125.784129611956	0.218732146844445	0	0	0	-1.86963902363866	-1.71792764580626	0.597529177340639	1.23171172695724	0.130727716917875	-0.066577193018889	0.597529177340639	1.46900942788087	0.130727716917875
224	3	5	PARX	121.677390690643	0.228416181287315	-5.18053735586901	-19.5486699144257	0	-2.31020254457182	-2.13697364448377	0.789608610173286	1.3161645037306	0.138547826630476	-0.0185936293043758	0.789608610173286	1.50116723530491	0.138547826630476
224	3	5	RIDGE	167.967135503834	0.146471969740996	-2.07085800438147	-47.0900700211984	7.8987983190558	-2.58694543519714	-2.3957665625037	0.76081091123197	1.38267448335982	0.0623383587694938	-0.101642161834337	0.76081091123197	1.5264928101221	0.0623383587694938
224	3	6	PAR	88.9316223660063	0.149588758152052	0	0	0	-1.27510493144547	-1.14036233250553	0.64714900536255	1.16078679756421	0.483555940632981	0.254629871567819	0.64714900536255	1.4054113188934	0.483555940632981
224	3	6	PARX	102.057069494628	0.155393696513656	3.1598470955269	0	0	-2.05933395795982	-1.85576740741008	0.739014815302882	1.42676750225727	0.491222219291334	0.241529472752557	0.739014815302882	1.49830657624478	0.491222219291334
224	3	6	RIDGE	124.732359571699	0.11597412947548	5.74431671102828	-30.6590630064706	6.46185209955586	-1.63506907357035	-1.46710143143235	0.73078179994757	1.29602331050796	0.51083444410892	0.281218074340235	0.73078179994757	1.45264343179313	0.51083444410892
