K	Lag	Month	Obs	SimPAR	SimPARX	SimRIDGE	SimPARX0	SimPARX1	SimPARX2	SimPARX3
223	3	8	316.83155895	414.905770522953	436.330685299168	408.762028312161	436.352478171024	436.330685299168	431.486594174854	461.194194230358
223	3	8	169.1886555	273.369637897091	256.400910174174	257.53324679155	256.410566543608	256.400910174174	246.984820637806	265.699087664545
223	3	8	216.9123435	314.016924140785	308.07897712818	320.176211869559	308.087479381769	308.07897712818	305.626810164539	321.751488652713
223	3	8	268.7310198	347.491794405296	350.662048642402	358.708562885178	350.645743728291	350.662048642402	350.109010249348	353.625037290999
223	3	8	281.2306275	366.532776756316	374.84604102598	348.41685570955	374.853489834818	374.84604102598	365.748874829832	389.302866554516
223	3	8	304.74210735	419.193361777297	441.720010242977	392.976756177524	441.803505779806	441.720010242977	436.561079422185	443.422792257301
223	3	8	279.11701395	350.231354870938	354.086459932056	336.217237720862	354.128682947138	354.086459932056	349.555435898222	352.101237795303
223	3	9	259.69713795	318.509572994543	317.799997428762	317.677464286188	325.811364500071	317.799997428762	332.35839495796	330.06410578934
223	3	9	232.97567895	270.01678291919	263.973055737428	281.107963905188	266.687821714361	263.973055737428	268.649653843656	279.483846935536
223	3	9	270.3168063	302.625896739144	304.003493995857	296.054941604452	306.445615257325	304.003493995857	314.808556458265	295.859027894102
223	3	9	271.7000163	310.613480763626	314.192481294882	321.915148603697	316.184264344995	314.192481294882	328.976638343309	334.007826551754
223	3	9	208.9721295	318.071469092261	327.019453089263	339.783665209347	325.277217985282	327.019453089263	339.330189844672	358.234854003244
223	3	9	166.0288545	220.992848129275	202.931988922406	231.698082013451	206.916694881454	202.931988922406	227.390744109651	210.164443633766
223	3	9	165.6894285	246.744617130318	239.616391595805	258.76624330614	238.313853386358	239.616391595805	243.512421424416	246.274223514315
223	3	9	205.52661225	263.868927014231	259.295724249075	272.067904570266	259.192212138743	259.295724249075	262.817236739846	264.709003298362
223	3	9	204.77163465	282.099098229962	284.301141088675	293.711177604576	281.418862867424	284.301141088675	300.161713979916	291.829466886034
223	3	9	221.0976819	318.842128908674	328.393606544629	314.115385465695	326.216824441379	328.393606544629	337.50171735203	318.052741697167
223	3	9	230.2419753	268.302341273832	259.674455172474	269.877097875072	264.597534399165	259.674455172474	272.531823601549	262.870608688079
223	3	10	354.256758	344.846786125832	354.737540802351	351.992960568859	348.971073580902	354.737540802351	354.622542363576	350.744210687507
223	3	10	238.74886395	285.430911864353	290.837258502242	304.557794337849	286.520557923138	290.837258502242	306.602034401379	298.692106228179
223	3	10	282.3407271	320.264551595933	325.446168370175	334.550539832475	323.13331150984	325.446168370175	348.674938765322	315.523981893021
223	3	10	275.2753689	327.359313402162	342.989893215565	361.497371503211	330.590435363949	342.989893215565	360.303327494712	339.78094346485
223	3	10	217.59820965	311.474033799517	312.87401471334	332.172799415687	313.893821624208	312.87401471334	338.790005814882	342.90414261281
223	3	10	188.9613972	195.489987661483	194.213545570735	226.78489999349	191.985937924344	194.213545570735	238.250099383759	188.939539974299
223	3	10	156.681396	221.701312998519	209.591435833585	211.723274088005	219.535995947013	209.591435833585	224.782327219217	223.371761653302
223	3	10	219.95001	258.153970561366	260.185680947881	271.20531791521	257.85045803634	260.185680947881	274.412291976188	264.663130823912
